0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,7,0,0,7,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,0,7,9,7,0,7,11,7,0,0,7,9,7,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,7,7,7,7,7,4,0,0,3,1,1,0,7,7,0,0,0,0,0,0
0,0,0,0,7,7,7,0,0,7,7,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,2,1,0,0,1,1,1,10,3,4,8,0,0,0,0,0
3,2,2,2,2,2,6,0,0,5,6,0,0,0,0,5,6,0,0,0,0,0,0,2,0,0,0,3,2,2,2,2,2,4,0,0,0,0,0,0,0,7,7,0,0,7,7,0,0,7,7,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
0,0,0,0,7,11,7,12,0,0,0,0,7,9,7,0,0,0,5,6,0,5,10,10,10,6,0,1,7,1,10,1,7,1,0,0,7,12,7,0,0,5,6,0,0,5,6,0,0,5,6,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
0,0,0,0,5,2,2,6,0,0,0,0,5,2,6,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,3,2,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,0,0,0,0,0
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
